Greek Council,Greek Organization,Home City,Home State,Home Country,Latitude of Home City,Longitude of Home City,Free and reduced percentage of  High School,Public or Private High School,Domestic or International High School,Boarding/Day High School,Religous High School?,Gender of High School's Students,Tuition of High School,Sports Team,Merit Scholarship
Sorority,Alpha Phi,River Falls,Wisconsin,United States,44.859511,-92.62659,0.12991266,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Nu,Riverside,Connecticut,United States,41.033708,-73.57818,Data not available,private,Domestic,Day,Unafilliated,All-Boys,40450,None,None
None,None,Riverside,Connecticut,United States,41.033708,-73.57818,0.14954018,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Lacrosse,None
None,None,Robbinsville,New Jersey,United States,40.222622,-74.589591,0.04575163,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Rochester,Minnesota,United States,43.157285,-77.615214,Data not available,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,7950,None,None
None,None,Rochester,Minnesota,United States,44.023327,-92.463021,0.31234567,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Rochester,Minnesota,United States,44.023327,-92.463021,0.31234567,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Rochester,Minnesota,United States,44.023327,-92.463021,0.23799435,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Phi,Rochester,New York,United States,44.023327,-92.463021,0.142230026,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Rock Hill,South Carolina,United States,34.924867,-81.025078,0.46512794,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Rockville,Maryland,United States,39.084005,-77.152757,0.05157462,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Pi Kappa Phi,Rockville,Maryland,United States,39.084005,-77.152757,0.06896551,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Rockville Centre,New York,United States,40.658714,-73.641241,0.12545787,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Rogers,Arkansas,United States,36.33202,-94.118537,0.6135,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Zeta Tau Alpha,Rolling Meadows,Illinois,United States,42.084194,-88.013127,0.15441722,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Phi Epsilon,Rome,Georgia,United States,34.257038,-85.164673,0.55024213,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Rosemount,Minnesota,United States,44.739187,-93.12611,0.16011505,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Roslyn Heights,New York,United States,40.788712,-73.647351,0.00295858,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Roslyn Heights,New York,United States,40.788712,-73.647351,0.00295858,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Epsilon Pi,Roslyn Heights,New York,United States,40.788712,-73.647351,0.04651162,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Pi Beta Phi,Roslyn Heights,New York,United States,40.788712,-73.647351,0.00295858,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Roswell,Georgia,United States,34.02332,-84.360022,0.24061597,public,Domestic,Day,Unafilliated,Co-Ed,0,None,University
None,None,Rotorua,NA,New Zealand,-38.138149,176.252922,NA,public,International,Day,Catholic,Co-Ed,0,None,Robertson
None,None,Rougemont,North Carolina,United States,36.218475,-78.926397,Data not available,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,22650,Fooball,None
None,None,Round Rock,Texas,United States,30.572581,-97.648407,Data not available,Home School,Domestic,Day,Unafilliated,Co-Ed,0,Women's Swimming,None
None,None,Round Rock,Texas,United States,30.572581,-97.648407,0.39991879,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Round Rock,Texas,United States,30.572581,-97.648407,0.271155261,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Royal Oak,Michigan,United States,42.48948,-83.144648,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,27050,None,None
None,None,Royal Palm Beach,Florida,United States,26.701755,-80.223384,0.62635379,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Royal Palm Beach,Florida,United States,26.701755,-80.223384,0.28102429,public,Domestic,Day,Unafilliated,Co-Ed,0,None,University
Sorority,Delta Delta Delta,Rye,New York,United States,40.980821,-73.684294,NA,private,Domestic,Day,Catholic,All-Girls,46524,None,None
Fraternity,Sigma Phi Epsilon,Rye,New York,United States,40.980821,-73.684294,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,39800,None,None
Fraternity,Alpha Tau Omega,Rye,New York,United States,40.980821,-73.684294,NA,private,Domestic,Day,Catholic,All-Boys,18410,None,None
None,None,Rye,New York,United States,40.980821,-73.684294,0.03465346,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Kappa Alpha Order,Rye,New York,United States,40.980821,-73.684294,0.03465346,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Pi Beta Phi,Rye,New York,United States,40.980821,-73.684294,0.03465346,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Rye Brook,New York,United States,41.019264,-73.683462,0.0821,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Saco,Maine,United States,43.500918,-70.442829,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,12500,None,None
Sorority,Pi Beta Phi,Sacramento,California,United States,38.581572,-121.4944,0.21495914,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Saint Augustine,Florida,United States,29.894691,-81.314517,0.18679549,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Saint Charles,Missouri,United States,38.783194,-90.482368,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,27540,None,None
None,None,Saint Cloud,Florida,United States,28.249853,-81.283904,0.60763888,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Saint Johns,Florida,United States,29.903228,-81.414547,0.1401,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Epsilon Pi,Saint Louis,Missouri,United States,38.627273,-90.197889,NA,private,Domestic,Day,Unafilliated,Co-Ed,26500,None,None
None,None,Saint Louis,Missouri,United States,38.627273,-90.197889,0.15085714,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Phi,Saint Louis,Missouri,United States,38.627273,-90.197889,0.15085714,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Kappa Alpha Order,Saint Louis,Missouri,United States,38.627273,-90.197889,0.13149606,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Saint Paul,Minnesota,United States,44.950404,-93.101503,Data not available,private,Domestic,Day,Catholic,All-Boys,21000,Men's Lacrosse,None
None,None,Saint Paul,Minnesota,United States,44.950404,-93.101503,0.5373,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Basketball,None
Sorority,Zeta Tau Alpha,Saint Paul,Minnesota,United States,44.950404,-93.101503,0.12276657,public,Domestic,Day,Unafilliated,Co-Ed,0,None,AB
Sorority,Alpha Delta Pi,Saint Paul,Minnesota,United States,44.950404,-93.101503,0.10809281,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Saint Petersburg,Florida,United States,27.770861,-82.679266,0.39179954,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Saint Petersburg,Florida,United States,27.770861,-82.679266,0.39179954,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Chi Omega,Salisbury,North Carolina,United States,35.670973,-80.474226,0.67158671,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Salt Lake City,Utah,United States,40.767013,-111.890431,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,21475,None,None
None,None,Salt Lake City,Utah,United States,40.767013,-111.890431,0.59632635,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Salt Lake City,Utah,United States,40.767013,-111.890431,0.11434511,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,San Angelo,Texas,United States,31.431993,-100.45458,0.09365558,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Tau Omega,San Antonio,Texas,United States,29.4246,-98.49514,NA,private,Domestic,Day,Episcopal,Co-Ed,23450,None,None
Fraternity,Kappa Alpha Order,San Antonio,Texas,United States,29.4246,-98.49514,Data not available,private,Domestic,Day,Episcopal,Co-Ed,23450,None,None
Fraternity,Delta Sigma Phi,San Antonio,Texas,United States,29.4246,-98.49514,Data not available,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,9640,None,None
None,None,San Antonio,Texas,United States,29.4246,-98.49514,0.45911949,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Delta Delta,San Carlos,California,United States,37.498207,-122.26615,NA,private,Domestic,Day,Unafilliated,Co-Ed,42830,None,None
None,None,San Carlos,California,United States,37.498207,-122.26615,0.1246,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Chi Omega,San Diego,California,United States,32.717421,-117.162771,NA,private,Domestic,Day,Unafilliated,Co-Ed,30275,None,None
None,None,San Diego,California,United States,32.717421,-117.162771,Data not available,private,Domestic,Day,Episcopal,Co-Ed,33800,Men's Lacrosse,None
None,None,San Diego,California,United States,32.717421,-117.162771,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,6995,None,None
None,None,San Diego,California,United States,32.717421,-117.162771,0.41,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,San Diego,California,United States,32.717421,-117.162771,0.11607533,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Kappa Gamma,San Diego ,California,United States,35.399327,-78.815853,NA,private,International,Day,Unafilliated,Co-Ed,31228,None,None
None,None,San Francisco,California,United States,37.779277,-122.41927,NA,public,International,Boarding,Unafilliated,All-Boys,52354.83,None,None
None,None,San Francisco,California,United States,37.779277,-122.41927,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,58920,None,None
Sorority,Pi Beta Phi,San Isidro,NA,Peru,-27.436415,-55.938934,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,16040,None,None
None,None,San Isidro,NA,Peru,-27.436415,-55.938934,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,16040,None,None
None,None,San Isidro,NA,Peru,-27.436415,-55.938934,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,16040,Men's Tennis,None
Sorority,Zeta Tau Alpha,San Jose,California,United States,37.336191,-121.890583,Data not available,private,Domestic,Day,Catholic,Co-Ed,17370,None,None
None,None,San Jose,California,United States,37.336191,-121.890583,0.69439071,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,San Jose,California,United States,37.336191,-121.890583,0.141,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Phi Epsilon,San Jose,California,United States,37.336191,-121.890583,0.72380952,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,San Marcos,Texas,United States,29.882644,-97.940583,0.62025901,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,San Mateo,California,United States,37.496904,-122.333057,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,42430,None,None
None,None,San Pedro Garza Garcia,NA,Mexico,25.665105,-100.402271,NA,private,International,Day,Catholic,All-Boys,NA,None,None
Sorority,Alpha Delta Pi,San Rafael,California,United States,37.973535,-122.531087,NA,private,Domestic,Day,Unafilliated,Co-Ed,42285,None,None
Fraternity,Pi Kappa Alpha,San Rafael,California,United States,37.973535,-122.531087,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,42285,None,None
None,None,San Rafael,California,United States,37.973535,-122.531087,0.27737226,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Swimming,None
None,None,San Ramon,California,United States,37.779927,-121.978015,0.0589792,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,San Ramon,California,United States,37.779927,-121.978015,0.0589792,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Phi,San Ramon,California,United States,37.779927,-121.978015,0.0589792,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Sandy,Utah,United States,40.572851,-111.83345,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,22625,None,None
Sorority,Delta Delta Delta,Santa Ana,California,United States,33.749495,-117.873221,0.0606488,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Santa Barbara,California,United States,34.409811,-119.697024,0.30434782,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Alpha Theta,Santa Barbara,California,United States,34.409811,-119.697024,0.30434782,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Chi Psi,Santa Clara,California,United States,37.354113,-121.955174,NA,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,17750,None,None
None,None,Santa Fe,New Mexico,United States,35.687,-105.9378,Data not available,private,Domestic,Day,Catholic,Co-Ed,8360,None,University
Fraternity,Sigma Phi Epsilon,Santa Monica,California,United States,34.01956,-118.486974,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,38400,None,None
None,None,Santa Monica,California,United States,34.01956,-118.486974,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,38002,None,None
None,None,Santa Monica,California,United States,34.01956,-118.486974,0.29524128,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Gamma Phi Beta,Santa Monica,California,United States,34.01956,-118.486974,0.3059829,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Santa Rosa,California,United States,38.440468,-122.714431,0.38802992,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Santa Rosa Beach,Florida,United States,30.396032,-86.228832,0.23842195,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Sao Paulo,NA,Brazil,-23.550651,-46.633382,NA,private,International,Day,Unafilliated,Co-Ed,32392.12,None,None
None,None,Sao Paulo,NA,Brazil,-23.550651,-46.633382,NA,private,International,Day,Unafilliated,Co-Ed,32392.12,None,None
None,None,Sao Paulo,NA,Brazil,-23.550651,-46.633382,NA,private,International,Day,Unafilliated,Co-Ed,32392.12,None,None
Sorority,Chi Omega,Sapporo,NA,Japan,43.049876,141.334297,NA,private,Domestic,Day,Unafilliated,Co-Ed,35900,None,None
Sorority,Kappa Alpha Theta,Sarasota,Florida,United States,27.336435,-82.530653,0.12763037,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Saratoga,California,United States,37.263832,-122.023015,Data not available,private,Domestic,Boarding,Unafilliated,Co-Ed,49880,None,None
None,None,Saratoga,California,United States,37.263832,-122.023015,0.00798258,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Saunderstown,Rhode Island,United States,41.50788,-71.4245,Data not available,private,Domestic,Day,Catholic,All-Boys,14450,None,None
None,None,Savannah,Georgia,United States,32.083541,-81.099834,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,14850,None,None
None,None,Savannah,Georgia,United States,32.083541,-81.099834,Data not available,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,9500,None,None
None,None,Savannah,Georgia,United States,32.083541,-81.099834,0.10506798,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Scarsdale,New York,United States,40.96908,-73.763532,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,48600,None,None
None,None,Scarsdale,New York,United States,40.96908,-73.763532,Data not available,private,Domestic,Day,Jewish,Co-Ed,31980,None,None
None,None,Scarsdale,New York,United States,40.96908,-73.763532,0,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Kappa Gamma,Scarsdale,New York,United States,40.96908,-73.763532,0,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Epsilon Pi,Scarsdale,New York,United States,40.96908,-73.763532,0,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Gamma,Scarsdale,New York,United States,40.96908,-73.763532,0,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Scotch Plains,New Jersey,United States,40.65538,-74.389873,0.06551724,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Scottsdale,Arizona,United States,33.509122,-111.899236,Data not available,private,Domestic,Day,Catholic,All-Boys,14650,None,AB
None,None,Scottsdale,Arizona,United States,33.509122,-111.899236,0.0521,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Soccer,None
None,None,Scottsdale,Arizona,United States,33.509122,-111.899236,0.0521,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Scottsdale,Arizona,United States,33.509122,-111.899236,0,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Scottsdale,Arizona,United States,33.509122,-111.899236,0,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Seattle,Washington,United States,47.603832,-122.330062,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,33850,None,None
None,None,Selebi Phikwe,NA,Botswana,-21.978571,27.837353,NA,private,International,Day,Unafilliated,Co-Ed,2834.21,None,None
None,None,Seoul,NA,South Korea,37.566679,126.978291,NA,private,International,Boarding,Unafilliated,Co-Ed,NA,None,None
None,None,Seoul,NA,South Korea,37.566679,126.978291,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,51000,None,None
None,None,Seoul,NA,South Korea,37.566679,126.978291,NA,private,International,Boarding,Unafilliated,Co-Ed,18800,None,None
None,None,Seoul,NA,South Korea,37.566679,126.978291,NA,private,International,Day,Unafilliated,Co-Ed,16479.66,None,None
None,None,Seoul,NA,South Korea,37.566679,126.978291,NA,private,International,Boarding,Presbyterian,All-Boys,47950,None,None
None,None,Seoul,NA,South Korea,37.566679,126.978291,Data not available,private,Domestic,Boarding,Unafilliated,All-Girls,42600,None,None
None,None,Seoul,NA,South Korea,37.566679,126.978291,NA,private,International,Boarding,Unafilliated,Co-Ed,15000,None,None
None,None,Seoul,NA,South Korea,37.566679,126.978291,NA,private,International,Boarding,Unafilliated,Co-Ed,15000,None,None
None,None,Seoul,NA,South Korea,37.566679,126.978291,NA,private,International,Day,Unafilliated,Co-Ed,5747.4,None,None
None,None,Shaker Heights,Ohio,United States,41.473942,-81.537067,0.43683917,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Delta Sigma Phi,Shanghai,NA,China,31.225344,121.488892,NA,private,International,Day,Unafilliated,Co-Ed,46838.53,None,None
None,None,Shanghai,NA,China,31.225344,121.488892,NA,private,International,Day,Unafilliated,Co-Ed,8474.95,None,None
None,None,Shanghai,NA,China,31.225344,121.488892,NA,private,International,Day,Unafilliated,Co-Ed,38442.5,None,None
None,None,Shanghai,NA,China,31.225344,121.488892,NA,public,International,Day,Unafilliated,Co-Ed,11695.64,None,None
None,None,Shanghai,NA,China,31.225344,121.488892,NA,public,International,Day,Unafilliated,Co-Ed,11695.64,None,None
None,None,Shanghai,NA,China,31.225344,121.488892,Data not available,private,Domestic,Boarding,Unafilliated,Co-Ed,56600,None,None
None,None,Shanghai,NA,China,31.225344,121.488892,Data not available,private,Domestic,Boarding,Methodist,Co-Ed,53950,None,None
None,None,Shanghai,NA,China,31.225344,121.488892,NA,public,International,Day,Unafilliated,Co-Ed,0,None,None
None,None,Shanghai,NA,China,31.225344,121.488892,NA,public,International,Day,Unafilliated,Co-Ed,0,None,None
None,None,Sharjah,NA,United Arab Emirates,25.229721,55.782251,NA,private,International,Day,Unafilliated,Co-Ed,13093.46,None,None
None,None,Sharon,Massachusetts,United States,42.12371,-71.178663,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,46250,None,None
None,None,Sharon,Massachusetts,United States,42.12371,-71.178663,0.07880434,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Gamma Phi Beta,Shelby,North Carolina,United States,35.292351,-81.535646,0.135729,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Gamma,Shelton,Connecticut,United States,41.316486,-73.093164,0.21225806,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Shenzhen,NA,China,22.544267,114.054533,Data not available,private,Domestic,Boarding,Catholic,All-Boys,58445,None,None
None,None,Shenzhen,NA,China,22.544267,114.054533,NA,public,International,Day,Unafilliated,Co-Ed,0,None,None
None,None,Shenzhen,NA,China,22.544267,114.054533,NA,public,International,Day,Unafilliated,Co-Ed,0,None,None
None,None,Shenzhen,NA,China,22.544267,114.054533,NA,public,International,Day,Unafilliated,Co-Ed,0,None,None
None,None,Sherborn,Massachusetts,United States,42.238986,-71.369781,0.04072398,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Short Hills,New Jersey,United States,40.747879,-74.325427,0.02921195,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Epsilon Pi,Short Hills,New Jersey,United States,40.747879,-74.325427,0.02921195,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Pi Kappa Alpha,Short Hills,New Jersey,United States,40.747879,-74.325427,0.02921195,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Nu,Short Hills,New Jersey,United States,40.747879,-74.325427,0.02921195,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Gamma Phi Beta,Signal Mountain,Tennessee,United States,35.121462,-85.374961,Data not available,private,Domestic,Day,Unafilliated,All-Girls,24350,None,None
None,None,Silver Spring,Maryland,United States,38.990666,-77.026088,0.2,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Gamma Phi Beta,Singapore,NA,Singapore,1.290453,103.852038,NA,public,International,Day,Unafilliated,Co-Ed,2708.82,None,None
None,None,Singapore,NA,Singapore,1.290453,103.852038,Data not available,private,Domestic,Boarding,Unafilliated,Co-Ed,60400,None,None
None,None,Singapore,NA,Singapore,1.290453,103.852038,NA,private,International,Day,Unafilliated,Co-Ed,30888.62,None,None
None,None,Singapore,NA,Singapore,1.290453,103.852038,NA,private,International,Day,Unafilliated,Co-Ed,30724.17,None,None
None,None,Singapore,NA,Singapore,1.290453,103.852038,NA,private,International,Day,Unafilliated,Co-Ed,30724.17,None,None
None,None,Singapore,NA,Singapore,1.290453,103.852038,NA,private,International,Day,Unafilliated,Co-Ed,30724.17,None,None
None,None,Singapore,NA,Singapore,1.290453,103.852038,NA,private,International,Day,Unafilliated,Co-Ed,2714.11,None,None
None,None,Singapore,NA,Singapore,1.290453,103.852038,NA,public,International,Day,Unafilliated,Co-Ed,2708.82,None,None
None,None,Singapore,NA,Singapore,1.290453,103.852038,NA,public,International,Day,Unafilliated,Co-Ed,2708.82,None,None
None,None,Singapore,NA,Singapore,1.290453,103.852038,NA,public,International,Day,Unafilliated,Co-Ed,2708.82,None,None
None,None,Singapore,NA,Singapore,1.290453,103.852038,NA,public,International,Day,Unafilliated,Co-Ed,2708.82,None,None
None,None,Singapore,NA,Singapore,1.290453,103.852038,NA,public,International,Day,Unafilliated,Co-Ed,2708.82,None,None
None,None,Singapore,NA,Singapore,1.290453,103.852038,NA,public,International,Day,Unafilliated,Co-Ed,2708.82,None,None
None,None,Singapore,NA,Singapore,1.290453,103.852038,NA,public,International,Day,Unafilliated,Co-Ed,2708.82,None,None
None,None,Singapore,NA,Singapore,1.290453,103.852038,NA,public,International,Day,Unafilliated,Co-Ed,2708.82,None,None
None,None,Singapore,NA,Singapore,1.290453,103.852038,NA,public,International,Day,Unafilliated,Co-Ed,2708.82,None,None
Fraternity,Delta Sigma Phi,Sisli,NA,Turkey,41.061672,28.984261,NA,private,International,Day,Unafilliated,Co-Ed,18598.25,None,None
Sorority,Kappa Alpha Theta,Somerset,New Jersey,United States,40.567508,-74.618956,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,35600,None,None
None,None,South Barrington,Illinois,United States,42.088522,-88.148404,0.2113,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,South Bend,Indiana,United States,41.683381,-86.250007,0.5831435,public,Domestic,Day,Unafilliated,Co-Ed,0,None,Robertson
Fraternity,Pi Kappa Alpha,South Brunswick,New Jersey,United States,40.384924,-74.520475,0.10783978,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Pi Kappa Alpha,South Orange,New Jersey,United States,40.747497,-74.263538,0.24725561,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Pi Beta Phi,Southborough,Massachusetts,United States,42.30565,-71.524509,Data not available,private,Domestic,Boarding,Episcopal,Co-Ed,57500,Field Hockey,None
None,None,Southborough,Massachusetts,United States,42.30565,-71.524509,Data not available,private,Domestic,Boarding,Episcopal,Co-Ed,57500,None,None
Fraternity,Pi Kappa Alpha,Southhampton,New York,United States,45.931478,-66.646736,0.36877076,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Pi Kappa Phi,Southington,Connecticut,United States,41.600544,-72.878294,0.14860835,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Southport,Connecticut,United States,41.136486,-73.283449,Data not available,private,Domestic,Day,Catholic,All-Boys,19800,None,None
Fraternity,Delta Tau Delta,Spotsylvania,Virginia,United States,38.188094,-77.674175,0.23511293,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Delta Delta,Spring Lake,New Jersey,United States,40.153513,-74.029394,NA,private,Domestic,Day,Unafilliated,Co-Ed,32180,None,None
None,None,Springfield,Virginia,United States,39.798976,-89.644369,Data not available,private,Domestic,Boarding,Unafilliated,Co-Ed,36750,None,Reggie
None,None,Springfield,Illinois,United States,38.789052,-77.187037,0,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Chi,Springfield,Ohio,United States,39.924227,-83.808817,0.71727435,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Gamma Phi Beta,Staines,NA,United Kingdom,51.434012,-0.511044,NA,public,International,Day,Unafilliated,Co-Ed,NA,Rowing,None
Sorority,Delta Gamma,Stamford,Connecticut,United States,41.05343,-73.538734,Data not available,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Pi Beta Phi,Stamford,Connecticut,United States,41.05343,-73.538734,0.48706896,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Starkville,Mississippi,United States,33.459362,-88.829854,0.98755186,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Pi Kappa Alpha,Staten Island,New York,United States,40.583456,-74.149605,Data not available,private,Domestic,Day,Catholic,All-Boys,16700,None,None
None,None,Staten Island,New York,United States,40.583456,-74.149605,0.43,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Statesville,North Carolina,United States,35.782636,-80.887296,0.25913621,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Stevensville,Maryland,United States,38.980596,-76.314441,0.08,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Stillwater,Oklahoma,United States,45.056404,-92.813498,0.35974499,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Stillwater,Minnesota,United States,36.115631,-97.058572,0.11779324,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Pi Kappa Phi,Stillwater,Oklahoma,United States,36.115631,-97.058572,0.35974499,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Stone Mountain,Georgia,United States,33.806217,-84.14575,0.41002117,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Stone Mountain,Georgia,United States,33.806217,-84.14575,0.41002117,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
